timestamp,open,high,low,close,volume,crypto_pair,SMA_20,RSI_14,MACD_12_26_9,MACD_hist_12_26_9,MACD_signal_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,target_future_close_price
2024-01-02 09:00:00,59317.796749003195,60299.1554969302,58192.66094280317,59807.50185152088,23.09496765401652,BTC/USD,59681.08542099212,50.41486349038263,-96.8594468444935,292.83280188121637,-389.6922487257099,56157.17847515668,59681.08542099212,63204.992366827566,11.809124854139968,0.5179369705942654,58699.23202632997
2024-01-02 10:00:00,59762.42277447551,60249.97076601421,58653.97391502472,58699.23202632997,28.83662760008324,BTC/USD,59541.51317874028,46.06378683115251,-169.92706791695673,175.81214464700253,-345.73921256395926,56095.082924992705,59541.51317874028,62987.94343248785,11.576562535122626,0.3778038302828803,59686.84268758258
2024-01-02 11:00:00,58715.4735637594,59694.60310633416,57862.02414694586,59686.84268758258,24.887208159969852,BTC/USD,59408.96902341079,50.18936799481467,-146.45353232773778,159.42854418897718,-305.88207651671496,56207.70789432645,59408.96902341079,62610.23015249513,10.77702973711881,0.5434006557052208,60598.11481378179
2024-01-02 12:00:00,59849.20099671243,61117.53613395393,59208.280393089124,60598.11481378179,35.374955457689275,BTC/USD,59341.85012913728,53.707877870852684,-53.6995267723978,201.74603979545373,-255.44556656785153,56303.57032790189,59341.85012913728,62380.12993037267,10.239922734541002,0.7067394655577308,61449.72169696009
2024-01-02 13:00:00,60584.573390260004,61740.52490022584,60540.450304222075,61449.72169696009,53.76768689160443,BTC/USD,59350.86945488686,56.7803881495598,87.51740303900442,274.37037568548476,-186.85297264648034,56288.77808767447,59350.86945488686,62412.960822099245,10.318606602856626,0.8427154827166294,60808.70166004308
2024-01-02 14:00:00,61356.63475658973,61882.09223688262,60678.51403390213,60808.70166004308,73.17996883973345,BTC/USD,59320.31447130956,53.881426535447886,146.02459692020057,266.3020556533447,-120.27745873314417,56330.05892392533,59320.31447130956,62310.57001869379,10.08172520336343,0.7488729082093849,61287.92671389536
2024-01-02 15:00:00,60819.23256729637,61829.624611649626,60725.738137597036,61287.92671389536,13.681070681757667,BTC/USD,59404.77845189794,55.70229239567683,228.42824773931352,278.96456517796616,-50.53631743865263,56294.8110309506,59404.77845189794,62514.74587284528,10.4704284806502,0.8027601268928707,61655.93608235505
2024-01-02 16:00:00,61217.87643404576,62001.69303149239,60554.85546228132,61655.93608235505,63.40567732244171,BTC/USD,59592.67634766667,57.102954918644954,319.74321440932545,296.2236254783825,23.51958893094298,56416.18022802098,59592.67634766667,62769.17246731235,10.660692938554558,0.8247697552544981,60416.13817872217
2024-01-02 17:00:00,61570.99458786167,61888.10692436029,60105.72854867619,60416.13817872217,37.62803439513264,BTC/USD,59695.66129947221,51.22640000107012,288.7412248791152,212.17730875853775,76.56391612057743,56552.78596167419,59695.66129947221,62838.53663727023,10.529660847649591,0.6146206581255534,61341.38302764153
2024-01-02 18:00:00,60648.905336827076,62037.954696515,60070.31371037442,61341.38302764153,43.711343586676236,BTC/USD,59957.09003339865,54.952269144597196,334.9701244501048,206.72496666362187,128.2451577864829,57204.16460655127,59957.09003339865,62710.01546024603,9.182985449473566,0.7514221745243855,62252.87485446185
